ID;ROOT_ID;STATE;FEATURED;CHECKED;VALIDATION_SCORE;FLAG_COUNT;LATITUDE;LONGITUDE;CREATED_AT;MODIFIED_AT;USER_ID;USER_ROLE;CATEGORY;MAP_LOCATION_CORRECT;OBSERVATION_TYPE_ON_THE_MOVE;EXTREME_WEATHER_EVENT;OTHER_EXTREME_WEATHER_EVENT;IMAGEGALLERY;IMAGE_ON_THE_MOVE;IMAGE;POSITIVE_FEATURES_SPOT;FILTER_POSITIVE_FEATURES;OTHER_POSITIVE_FEATURE;POSITIVE_ASPECTS_OF_FEATURE;POSITIVE_FEATURE_ASPECT_DESCRIPTION_TEXT;POSITIVE_FEATURE_ASPECT_DESCRIPTION_AUDIO;NEGATIVE_FEATURES_SPOT;FILTER_NEGATIVE_FEATURES;NEGATIVE_ASPECTS_FEATURE;NEGATIVE_ASPECTS_FEATURE_DESCRIPTION_TEXT;AUDIO_FEEDBACK_GENERAL;NEGATIVE_ASPECTS_FEATURE_DESCRIPTION_AUDIO;POSITIVE_FEELINGS;HAPPY_RATE;ENERGETIC_RATE;ACTIVE_RATE;HEALTHY_RATE;NEGATIVE_FEELINGS;ANXIOUS_RATE;FRUSTRATED_RATE;UNSAFE_RATE;TIRED_RATE;INTERFERED_WITH_SLEEPING_LAST_WEEK;REASON_NOT_RELEVANT_SLEEP;DAYS_MISSED_SLEEP;OTHER_REASON_SLEEP;INTERFERED_WITH_HOUSEWORK_LAST_WEEK;REASON_NOT_RELEVANT_HOUSEWORK;DAYS_MISSED_HOUSEWORK;OTHER_REASON_HOUSEWORK;INTERFERED_WITH_DAILY_TRAVEL;REASON_NOT_RELEVANT_DAILY_TRAVEL;DAYS_MISSED_DAILY_TRAVEL;OTHER_REASON_DAILY_TRAVEL;INTERFERED_WITH_WORK_SCHOOL;REASON_NOT_RELEVANT_WORK_SCHOOL;DAYS_MISSED_WORK_SCHOOL;OTHER_REASON_WORK_SCHOOL;INTEREFERED_WITH_SOCIAL_LEISURE;REASON_NOT_RELEVANT_SOCIAL_LEISURE;DAYS_MISSED_SOCIAL_LEISURE;OTHER_REASON_SOCIAL_LEISURE;INTERFERED_WITH_EXERCISE;REASON_NOT_RELEVANT_EXERCISE;DAYS_MISSED_EXERCISE;OTHER_REASON_EXERCISE;NUMBER_OF_PEOPLE_HOUSEHOLD;DAYS_MISSED_HOUSEHOLD_WORK_SCHOOL;ADDITIONAL_QUESTIONS;HEALTHCARE_LAST_MONTH;HOSPITAL_LAST_MONTH;HOUSEHOLD_HEALTHCARE_LAST_MONTH;HOUSEHOLD_HOSPITAL_LAST_MONTH;ACTIONS_TO_MINIMISE_IMPACT;WATER_QUALITY_IS_DISTRUPTED;OTHER_ACTIONS_TO_MINIMISE_IMPACT;DESCRIPTION_HOW_THIS_EVENT_AFFECTED_QUALITY_OF_LIF;ACTIVITIES_CHANGE_LAST_24_HOURS;CHANGE_WALKING_CYCLING;CHANGE_MEETING_FRIENDS_FAMILY;CHANGE_HELPING_CARING_FOR_SOMEONE;CHANGE_RECREATIONAL_EXERCISE;CHANGE_SLEEPING;CHANGE_WORKING_OUTDOORS;TIME_SPENT_CYCLING_TO_SCHOOL_WORK;TIME_SPENT_WORKING_OUTDOORS;TIME_SPENT_RECREATIONAL_EXERCISE;QUALITY_OF_SLEEP_LAST_NIGHT;BELIEVE_IN_HEALTHIER_MORE_RESILIENT_CITY;SUGGESTION_TO_MAKE_CITY_MORE_HEALTHIER_SUSTAINABLE;OBSERVATION_IS_PART_OF_A_PROJECT;RUN_ACTIVITY;DESCRIPTION;SPOTTED_AT;MEDIA_2312_0;MEDIA_2312_1;MEDIA_2312_2;MEDIA_2312_3;MEDIA_2312_4;MEDIA_2312_5;MEDIA_2313_0;MEDIA_2313_1;MEDIA_2313_2;MEDIA_2313_3;MEDIA_2313_4;MEDIA_2313_5;MEDIA_2306_0;MEDIA_2309_0
1311245;1311245;enabled;0;0;0;0;6.575852;3.390733;"2026-07-07 15:27";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246423;;https://dl.spotteron.com/m/s/000067/2026/07/07/vj1l1qykle6b57dmd88wpucujba8062q;;;;;;;"Built hazards, Aesthetics, Other";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:43";https://dl.spotteron.com/m/s/000067/2026/07/07/vj1l1qykle6b57dmd88wpucujba8062q
1311244;1311244;enabled;0;0;0;0;6.575852;3.390733;"2026-07-07 15:27";;130823;runner;"on the move";true;"urbanbetter hub activity";;;;;;;;;;;;;;;;https://www.spotteron.com/api/v2/gallery/2246422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:42";https://dl.spotteron.com/m/s/000067/2026/07/07/k2j9fawyu6cjg6tzxo3a03m8siumll4o
1311243;1311243;enabled;0;0;0;0;6.575085;3.391751;"2026-07-07 15:26";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246421;;https://dl.spotteron.com/m/s/000067/2026/07/07/ikkxwsueopmz5zg1m5fj24s64csx1hds;;;;;;;"Built hazards, Traffic";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:35";https://dl.spotteron.com/m/s/000067/2026/07/07/ikkxwsueopmz5zg1m5fj24s64csx1hds
1311242;1311242;enabled;0;0;0;0;6.575085;3.391751;"2026-07-07 15:26";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246420;;https://dl.spotteron.com/m/s/000067/2026/07/07/1jx4ydkbspkiaxwiq24gufro8hue02k0;;;;;;;"Built hazards, Construction / Dust";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:33";https://dl.spotteron.com/m/s/000067/2026/07/07/1jx4ydkbspkiaxwiq24gufro8hue02k0;https://dl.spotteron.com/m/s/000067/2026/07/07/pvl2h97xjzv8lqninn921ds3v19517br
1311240;1311240;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:26";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246418;;https://dl.spotteron.com/m/s/000067/2026/07/07/v15hzr9z5jfw0agz5y7p56md8yav13sp;"activity infrastructure, other";positive_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:23";https://dl.spotteron.com/m/s/000067/2026/07/07/v15hzr9z5jfw0agz5y7p56md8yav13sp
1311239;1311239;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:26";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246417;;https://dl.spotteron.com/m/s/000067/2026/07/07/0eijq57ogduoiqgvxxbnh31mm8qkmtu3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:23";https://dl.spotteron.com/m/s/000067/2026/07/07/0eijq57ogduoiqgvxxbnh31mm8qkmtu3
1311238;1311238;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:25";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246416;;https://dl.spotteron.com/m/s/000067/2026/07/07/py1nlmjpafyswpv98e10aqpx58znrp4w;;;;;;;"Natural hazards, Built hazards";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:22";https://dl.spotteron.com/m/s/000067/2026/07/07/py1nlmjpafyswpv98e10aqpx58znrp4w
1311237;1311237;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:25";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246415;;https://dl.spotteron.com/m/s/000067/2026/07/07/yk7fnwhq9fb1k485m5b14lf9ufnuure7;"aesthetics, street trees";positive_features_spots_filter;;;;;"Natural hazards, Aesthetics";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:21";https://dl.spotteron.com/m/s/000067/2026/07/07/yk7fnwhq9fb1k485m5b14lf9ufnuure7
1311236;1311236;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:24";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246414;;https://dl.spotteron.com/m/s/000067/2026/07/07/r39534g87rhu6m2fmuuby6ucbrqhju2y;;;;;;;"Built hazards, Construction / Dust";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:19";https://dl.spotteron.com/m/s/000067/2026/07/07/r39534g87rhu6m2fmuuby6ucbrqhju2y
1311235;1311235;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:24";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246413;;https://dl.spotteron.com/m/s/000067/2026/07/07/cz0lp51qkuxzjq5hw1aq7wf46tja5b7s;"traffic control / restriction";positive_features_spots_filter;;;;;"Built hazards";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:18";https://dl.spotteron.com/m/s/000067/2026/07/07/cz0lp51qkuxzjq5hw1aq7wf46tja5b7s
1311234;1311234;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:24";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246412;;https://dl.spotteron.com/m/s/000067/2026/07/07/w6jf0ec8ak2c65hku8g4dh0xw07m4kcj;"foliage / vegetation, aesthetics";positive_features_spots_filter;;;;;"Built hazards";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:17";https://dl.spotteron.com/m/s/000067/2026/07/07/w6jf0ec8ak2c65hku8g4dh0xw07m4kcj
1311233;1311233;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:24";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246411;;https://dl.spotteron.com/m/s/000067/2026/07/07/vo91md8x65dhv8d79cwr7thp7hv46ck9;;;;;;;"Natural hazards";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:16";https://dl.spotteron.com/m/s/000067/2026/07/07/vo91md8x65dhv8d79cwr7thp7hv46ck9
1311232;1311232;enabled;0;0;0;0;6.57522;3.395489;"2026-07-07 15:24";;130823;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2246410;;https://dl.spotteron.com/m/s/000067/2026/07/07/7g6wi0qmcpkywnr4w0yb4eibq7et2bce;;;;;;;"Natural hazards, Construction / Dust, Built hazards";negative_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-07 15:15";https://dl.spotteron.com/m/s/000067/2026/07/07/7g6wi0qmcpkywnr4w0yb4eibq7et2bce;https://dl.spotteron.com/m/s/000067/2026/07/07/17xtbfrz8321brogpyc2e5pxptmpmpg6
