ID;ROOT_ID;STATE;FEATURED;CHECKED;VALIDATION_SCORE;FLAG_COUNT;LATITUDE;LONGITUDE;CREATED_AT;MODIFIED_AT;USER_ID;USER_ROLE;CATEGORY;MAP_LOCATION_CORRECT;OBSERVATION_TYPE_ON_THE_MOVE;EXTREME_WEATHER_EVENT;OTHER_EXTREME_WEATHER_EVENT;IMAGEGALLERY;IMAGE_ON_THE_MOVE;IMAGE;POSITIVE_FEATURES_SPOT;FILTER_POSITIVE_FEATURES;OTHER_POSITIVE_FEATURE;POSITIVE_ASPECTS_OF_FEATURE;POSITIVE_FEATURE_ASPECT_DESCRIPTION_TEXT;POSITIVE_FEATURE_ASPECT_DESCRIPTION_AUDIO;NEGATIVE_FEATURES_SPOT;FILTER_NEGATIVE_FEATURES;NEGATIVE_ASPECTS_FEATURE;NEGATIVE_ASPECTS_FEATURE_DESCRIPTION_TEXT;AUDIO_FEEDBACK_GENERAL;NEGATIVE_ASPECTS_FEATURE_DESCRIPTION_AUDIO;POSITIVE_FEELINGS;HAPPY_RATE;ENERGETIC_RATE;ACTIVE_RATE;HEALTHY_RATE;NEGATIVE_FEELINGS;ANXIOUS_RATE;FRUSTRATED_RATE;UNSAFE_RATE;TIRED_RATE;INTERFERED_WITH_SLEEPING_LAST_WEEK;REASON_NOT_RELEVANT_SLEEP;DAYS_MISSED_SLEEP;OTHER_REASON_SLEEP;INTERFERED_WITH_HOUSEWORK_LAST_WEEK;REASON_NOT_RELEVANT_HOUSEWORK;DAYS_MISSED_HOUSEWORK;OTHER_REASON_HOUSEWORK;INTERFERED_WITH_DAILY_TRAVEL;REASON_NOT_RELEVANT_DAILY_TRAVEL;DAYS_MISSED_DAILY_TRAVEL;OTHER_REASON_DAILY_TRAVEL;INTERFERED_WITH_WORK_SCHOOL;REASON_NOT_RELEVANT_WORK_SCHOOL;DAYS_MISSED_WORK_SCHOOL;OTHER_REASON_WORK_SCHOOL;INTEREFERED_WITH_SOCIAL_LEISURE;REASON_NOT_RELEVANT_SOCIAL_LEISURE;DAYS_MISSED_SOCIAL_LEISURE;OTHER_REASON_SOCIAL_LEISURE;INTERFERED_WITH_EXERCISE;REASON_NOT_RELEVANT_EXERCISE;DAYS_MISSED_EXERCISE;OTHER_REASON_EXERCISE;NUMBER_OF_PEOPLE_HOUSEHOLD;DAYS_MISSED_HOUSEHOLD_WORK_SCHOOL;ADDITIONAL_QUESTIONS;HEALTHCARE_LAST_MONTH;HOSPITAL_LAST_MONTH;HOUSEHOLD_HEALTHCARE_LAST_MONTH;HOUSEHOLD_HOSPITAL_LAST_MONTH;ACTIONS_TO_MINIMISE_IMPACT;WATER_QUALITY_IS_DISTRUPTED;OTHER_ACTIONS_TO_MINIMISE_IMPACT;DESCRIPTION_HOW_THIS_EVENT_AFFECTED_QUALITY_OF_LIF;ACTIVITIES_CHANGE_LAST_24_HOURS;CHANGE_WALKING_CYCLING;CHANGE_MEETING_FRIENDS_FAMILY;CHANGE_HELPING_CARING_FOR_SOMEONE;CHANGE_RECREATIONAL_EXERCISE;CHANGE_SLEEPING;CHANGE_WORKING_OUTDOORS;TIME_SPENT_CYCLING_TO_SCHOOL_WORK;TIME_SPENT_WORKING_OUTDOORS;TIME_SPENT_RECREATIONAL_EXERCISE;QUALITY_OF_SLEEP_LAST_NIGHT;BELIEVE_IN_HEALTHIER_MORE_RESILIENT_CITY;SUGGESTION_TO_MAKE_CITY_MORE_HEALTHIER_SUSTAINABLE;OBSERVATION_IS_PART_OF_A_PROJECT;RUN_ACTIVITY;DESCRIPTION;SPOTTED_AT;MEDIA_2312_0;MEDIA_2312_1;MEDIA_2312_2;MEDIA_2312_3;MEDIA_2312_4;MEDIA_2312_5;MEDIA_2313_0;MEDIA_2313_1;MEDIA_2313_2;MEDIA_2313_3;MEDIA_2313_4;MEDIA_2313_5;MEDIA_2306_0;MEDIA_2309_0
1314112;1314112;enabled;0;0;0;0;6.511906;3.370654;"2026-07-13 09:52";;101172;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2249050;;https://dl.spotteron.com/m/s/000067/2026/07/13/sh61gruh7xp307yh2uowm92qql9efhiv;;;;;;;"Traffic, Built hazards";negative_features_spots_filter;"Air feels / looks polluted, Noise";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 10:51";https://dl.spotteron.com/m/s/000067/2026/07/13/sh61gruh7xp307yh2uowm92qql9efhiv
1314110;1314110;enabled;0;0;0;0;6.523281;3.367602;"2026-07-13 09:48";;127857;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2249048;;https://dl.spotteron.com/m/s/000067/2026/07/13/cugoyisbq2nxsaltpepot1wrigual4ym;;;;;;;"Built hazards";negative_features_spots_filter;"Obstacles / obstruction in path";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 10:47";https://dl.spotteron.com/m/s/000067/2026/07/13/cugoyisbq2nxsaltpepot1wrigual4ym
1314108;1314108;enabled;0;0;0;0;6.511482;3.370435;"2026-07-13 09:45";;101172;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2249046;;https://dl.spotteron.com/m/s/000067/2026/07/13/9caqjcp3w6aujd2zc5epcxdjx2xi0dew;;;;;;;Traffic;negative_features_spots_filter;"Air feels / looks polluted, Noise";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 10:44";https://dl.spotteron.com/m/s/000067/2026/07/13/9caqjcp3w6aujd2zc5epcxdjx2xi0dew
1314105;1314105;enabled;0;0;0;0;6.523281;3.367602;"2026-07-13 09:22";;127857;runner;"on the move";false;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2249043;;https://dl.spotteron.com/m/s/000067/2026/07/13/ol0yayd9zm2vyf2uc0u2snkzj38bn5gk;other;positive_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 10:22";https://dl.spotteron.com/m/s/000067/2026/07/13/ol0yayd9zm2vyf2uc0u2snkzj38bn5gk
1314055;1314055;enabled;0;0;0;0;-25.748497;28.254577;"2026-07-13 06:34";;131139;runner;"on the move";false;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2248994;;https://dl.spotteron.com/m/s/000067/2026/07/13/6awyhn79lyn0a3wmc1v17hfc0ba0p87t;;;;;;;;;;;https://www.spotteron.com/api/v2/gallery/2248995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 08:12";https://dl.spotteron.com/m/s/000067/2026/07/13/6awyhn79lyn0a3wmc1v17hfc0ba0p87t;https://dl.spotteron.com/m/s/000067/2026/07/13/2barh67chduqn1qw5noialxp04wnpud8;https://dl.spotteron.com/m/s/000067/2026/07/13/y66su2hlbo1qvzdyfx09gmw7xa2htwwy
1314054;1314054;enabled;0;0;0;0;-25.751563;28.260686;"2026-07-13 06:30";;131135;runner;"on the move";true;"self-organised activity";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 08:28"
1314053;1314053;enabled;0;0;0;0;-25.751363;28.260785;"2026-07-13 06:27";;131138;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2248993;;https://dl.spotteron.com/m/s/000067/2026/07/13/cgdv6yl4diyz99g8t6gwnpbb5ua7kkib;"green open spaces";positive_features_spots_filter;;"Equipment for recreational activity (exercise/play";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;"Green space";"2026-07-13 06:45";https://dl.spotteron.com/m/s/000067/2026/07/13/cgdv6yl4diyz99g8t6gwnpbb5ua7kkib
1314048;1314048;enabled;0;0;0;0;-25.748564;28.252696;"2026-07-13 06:13";;131135;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2248988;;https://dl.spotteron.com/m/s/000067/2026/07/13/vn1gjvtpq5wjrbukn8t1nokdg6kzl0pz;"street trees";positive_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 08:12";https://dl.spotteron.com/m/s/000067/2026/07/13/vn1gjvtpq5wjrbukn8t1nokdg6kzl0pz
1314044;1314044;enabled;0;0;0;0;-25.751265;28.256875;"2026-07-13 06:07";;120909;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2248984;;https://dl.spotteron.com/m/s/000067/2026/07/13/eicuy6gzwflvsu0m9c16dyzlyrqpagqo;"open spaces";positive_features_spots_filter;;"Safe for physical activity, Equipment for recreational activity (exercise/play";;;Other;negative_features_spots_filter;;"Cows grazing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 08:04";https://dl.spotteron.com/m/s/000067/2026/07/13/eicuy6gzwflvsu0m9c16dyzlyrqpagqo
1314040;1314040;enabled;0;0;0;0;-25.751476;28.260723;"2026-07-13 05:56";;131135;runner;"on the move";true;"urbanbetter hub activity";;;https://www.spotteron.com/api/v2/gallery/2248980;;https://dl.spotteron.com/m/s/000067/2026/07/13/wg3z89po7gx7yvfzbr37nftp0zbu5z5p;"open spaces, forest / park, aesthetics";positive_features_spots_filter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;false;;;;;;;;;;;;;;;;false;;;"2026-07-13 07:56";https://dl.spotteron.com/m/s/000067/2026/07/13/wg3z89po7gx7yvfzbr37nftp0zbu5z5p
